YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA
2019,8,6,5.18,8.07,0.48,324.3,99.85,150.66,2.3,0.45,14.43
2019,8,7,4.08,8.18,0.38,324.86,79.62,153.41,2.04,0.4,11.91
2019,8,8,3.89,8.08,0.36,323.85,79.4,151.89,2.01,0.39,11.95
2019,8,9,3.87,7.95,0.36,333.33,75.89,147.77,1.83,0.36,11.15
2019,8,10,5.47,7.9,0.51,325.36,104.48,147.12,2.35,0.46,14.91
2019,8,11,3.57,7.93,0.34,328.95,69.11,147.99,1.67,0.33,10.3
2019,8,12,5.47,7.95,0.52,323.17,104.23,147.7,2.38,0.46,14.95
2019,8,13,3.86,7.92,0.36,333.05,75.17,147.49,1.77,0.34,11.15
2019,8,14,3.94,7.85,0.37,331.34,77.12,146.16,1.79,0.35,11.31
2019,8,15,4.29,7.4,0.41,325.24,82.94,136.24,1.84,0.36,11.78
2019,8,16,4.13,7.81,0.39,328.95,80.19,146.11,1.89,0.37,11.83
2019,8,17,4.47,7.75,0.42,332.21,86.19,143.43,2.09,0.41,12.62
2019,8,18,4.07,7.72,0.39,335.15,78.42,143.04,1.85,0.36,11.5
2019,8,19,4.53,7.77,0.43,318.77,86.35,143.07,1.96,0.38,12.35
2019,8,20,5.02,7.67,0.48,311.73,94.43,140,2.18,0.41,13.45
2019,8,21,4.79,7.57,0.46,324.45,91.14,139.37,2.09,0.41,13.02
2019,8,22,5.91,7.58,0.57,306.18,110.09,138.52,2.46,0.48,15.39
2019,8,23,5.27,7.54,0.51,312.72,99.96,139.16,2.33,0.45,14.27
2019,8,24,3.86,7.66,0.38,328.14,74.99,142.78,1.84,0.36,11.1
2019,8,25,4.07,7.78,0.4,330.23,78.72,144.46,1.86,0.37,11.62
2019,8,26,5.5,7.73,0.54,318.52,103.6,142.56,2.43,0.47,14.84
2019,8,27,6.43,7.69,0.62,306.65,119.52,140.95,2.75,0.52,16.83
2019,8,28,5.63,7.54,0.55,310.8,105.59,138.9,2.39,0.46,15.02
2019,8,29,3.71,7.13,0.37,331.38,71.09,130.48,1.62,0.32,10.19
2019,8,30,5.09,7.35,0.5,320.4,95.59,134.73,2.13,0.41,13.61
2019,8,31,3.03,7.24,0.3,325.45,59.63,133.98,1.48,0.29,8.92
2019,9,1,4.6,7.45,0.46,321.46,88.2,138.33,2.11,0.41,12.83
2019,9,2,4.81,7.47,0.48,321.8,91.71,137.96,2.17,0.42,13.34
2019,9,3,3.68,7.24,0.37,323.66,72.66,134.83,1.73,0.34,10.75
2019,9,4,3.92,7.6,0.39,324.86,78.32,143.55,1.95,0.38,11.89
2019,9,5,4,7.33,0.41,327.25,77.53,136.93,1.84,0.36,11.49
2019,9,6,3.64,7.3,0.37,332.48,71.3,137.48,1.76,0.34,10.55
2019,9,7,3.93,7.38,0.4,319.88,76.32,138.3,1.82,0.36,11.25
2019,9,8,3.76,7.33,0.38,323.09,73.33,136.98,1.7,0.34,10.78
2019,9,9,4.05,7.33,0.41,327.53,78.55,137.45,1.89,0.37,11.54
2019,9,10,4.18,7.16,0.43,331.2,80.9,133.62,1.95,0.38,11.84
2019,9,11,4.06,6.92,0.42,325.02,78.73,128.08,1.8,0.35,11.38
2019,9,12,3.17,7.09,0.33,337.93,62.74,132.77,1.54,0.3,9.4
2019,9,13,3.62,7.1,0.38,316.91,73.49,133.02,1.84,0.36,11.07
2019,9,14,3.27,6.98,0.34,331.93,64.57,130.77,1.53,0.3,9.55
2019,9,15,3.26,7.03,0.34,336.41,63.88,130.92,1.55,0.3,9.52
2019,9,16,2.49,6.65,0.27,336.45,49.28,123.02,1.15,0.23,7.34
2019,9,17,2.5,6.4,0.27,328.2,49.31,117.36,1.14,0.22,7.24
2019,9,18,2.41,6.63,0.26,321.19,47.95,121.38,1.2,0.23,7.22
2019,9,19,3.46,6.66,0.37,324.3,66,121.68,1.55,0.3,9.57
2019,9,20,3.71,6.69,0.4,317.05,70.36,122.64,1.59,0.31,10.12
2019,9,21,3.34,6.48,0.36,318.12,63.56,118.42,1.39,0.27,9.15
2019,9,22,4.14,6.62,0.45,313.45,78.03,121.23,1.74,0.34,11.23
2019,9,23,3.02,6.7,0.33,319.42,58.7,124.03,1.35,0.27,8.79
2019,9,24,3.97,6.87,0.44,312.02,75.5,127.24,1.71,0.34,11.09
2019,9,25,3.68,6.74,0.41,318.31,69.51,124.87,1.55,0.3,10.19
2019,9,26,3.88,6.76,0.43,305.9,73.01,123.77,1.55,0.3,10.44
2019,9,27,3.52,6.47,0.39,309.83,67.23,118.02,1.41,0.28,9.73
2019,9,28,2.21,6.43,0.25,310.8,44.14,117.03,0.98,0.2,6.63
2019,9,29,2.73,6.56,0.3,303.02,53.88,120.36,1.23,0.24,8.09
2019,9,30,3.01,6.41,0.34,311.48,57.89,117.05,1.32,0.26,8.54
2019,10,1,4.01,6.48,0.45,315.1,75.81,118.25,1.59,0.31,10.9
2019,10,2,3.28,6.53,0.38,322.7,62.93,120.7,1.36,0.27,9.25
2019,10,3,3.28,6.24,0.38,324.39,62.05,114.24,1.37,0.27,8.99
2019,10,4,3.74,6.05,0.43,319.07,70.54,109.95,1.46,0.28,9.95
2019,10,5,3.37,5.78,0.39,309.75,62.22,103.5,1.25,0.24,8.63
2019,10,6,3.36,5.81,0.39,319.32,63.09,104.38,1.33,0.26,8.88
2019,10,7,3.52,5.87,0.41,311.72,65.48,105.88,1.34,0.26,9.12
2019,10,8,3.5,6.11,0.41,317.62,65.62,110.8,1.39,0.27,9.41
2019,10,9,4.1,6.02,0.49,312.01,76.5,109.65,1.57,0.3,10.84
2019,10,10,4.51,6.42,0.54,295.83,82.34,114.66,1.66,0.32,11.71
2019,10,11,4.15,6.28,0.5,306.86,76.95,113.73,1.56,0.3,10.92
2019,10,12,3.62,5.99,0.44,304.41,65.91,106.56,1.29,0.25,9.24
2019,10,13,4.07,6.05,0.5,299.33,74.17,108.27,1.39,0.27,10.34
2019,10,14,4.35,6.13,0.53,290.83,78.92,109.6,1.52,0.3,10.95
2019,10,15,5.85,6.3,0.73,271.98,105.81,113.96,2,0.39,14.65
2019,10,16,5.01,6.16,0.62,292.05,91.23,111.67,1.73,0.34,12.6
2019,10,17,4.43,5.95,0.55,295.14,80.89,107.33,1.51,0.3,11.27
2019,10,18,4.05,5.9,0.51,290.87,73.19,104.99,1.34,0.26,10.14
2019,10,19,4.01,5.39,0.51,291.04,71.91,94.85,1.29,0.25,9.77
2019,10,20,2.48,5.4,0.32,303.69,46.38,96.06,0.95,0.18,6.63
2019,10,21,2.22,5.64,0.28,302.16,42.35,101.74,0.89,0.17,6.27
2019,10,22,4.93,5.99,0.63,273.89,88.38,106.91,1.55,0.3,12.2
2019,10,23,2.8,5.6,0.37,292.01,51.13,99.27,0.99,0.19,7.34
2019,10,24,2.31,5.61,0.3,297.41,43.09,99.8,0.86,0.16,6.35
2019,10,25,3.28,5.69,0.43,289.7,59.7,102,1.18,0.23,8.58
2019,10,26,3.89,5.8,0.52,285.11,70.12,102.87,1.36,0.26,9.96
2019,10,27,4.38,5.9,0.59,271.38,78.32,104.7,1.45,0.27,10.91
2019,10,28,4.34,5.67,0.59,272.54,78.95,101.98,1.45,0.28,10.98
2019,10,29,5.02,5.61,0.68,263.04,91.14,101.89,1.59,0.31,12.45
2019,10,30,4.23,5.33,0.58,272.24,76.66,96.2,1.31,0.26,10.43
2019,10,31,3.65,5.32,0.5,294.49,66.2,95.03,1.18,0.23,9.2
2019,11,1,3.71,5.17,0.51,283.23,66.06,91.4,1.13,0.22,8.98
2019,11,2,5.13,5.6,0.71,258.8,91.34,100.1,1.52,0.3,12.44
2019,11,3,4,5.42,0.56,277.95,72.68,97.91,1.28,0.25,10.11
2019,11,4,2.72,5.16,0.38,298.21,49.64,91.62,0.93,0.18,7.08
2019,11,5,3.37,4.89,0.48,282.41,59.21,84.73,1.04,0.2,8.19
2019,11,6,4.04,4.87,0.58,273.55,70.05,84.44,1.12,0.22,9.29
2019,11,7,4.46,5.14,0.64,275.9,79.97,91.98,1.37,0.27,10.84
2019,11,8,4.2,5.25,0.61,258.8,76.48,95.08,1.38,0.27,10.62
2019,11,9,4.32,5.27,0.62,258.87,78.35,95,1.43,0.27,10.88
2019,11,10,4.63,5.31,0.68,265.49,83.33,95.69,1.38,0.27,11.35
2019,11,11,4.43,5.21,0.65,271.52,78.53,92.04,1.28,0.25,10.63
2019,11,12,3.81,5.06,0.56,278.58,67.35,88.73,1.09,0.21,9.12
2019,11,13,4.53,5.04,0.67,269.8,79.86,89.04,1.26,0.25,10.7
2019,11,14,4.68,5,0.7,265.69,83.71,89.8,1.31,0.26,11.14
2019,11,15,4.7,5.09,0.71,264.02,83.18,90.53,1.34,0.27,11.18
2019,11,16,4.44,5.03,0.67,271.12,79.03,89.59,1.26,0.25,10.66
2019,11,17,3.74,4.74,0.57,286.12,66.34,83.99,1.02,0.2,8.89
2019,11,18,3.43,4.41,0.52,280.02,59.19,75.46,0.88,0.17,7.77
2019,11,19,3.15,4.65,0.48,282.46,55.38,80.93,0.87,0.17,7.52
2019,11,20,3.16,4.2,0.49,279.45,54.49,71.66,0.75,0.15,7.07
2019,11,21,3.6,4.19,0.56,268.22,61.03,71.09,0.82,0.16,7.84
2019,11,22,3.64,4.4,0.57,263.3,63.09,76.21,0.89,0.18,8.2
2019,11,23,3.5,4.39,0.55,274.15,61.84,76.95,0.95,0.19,8.22
2019,11,24,3.18,4.38,0.5,265.84,55.89,75.83,0.88,0.17,7.45
2019,11,25,3.21,4.32,0.51,267.01,56.74,75.66,0.92,0.18,7.58
2019,11,26,3.75,4.43,0.6,261.95,65.91,77.73,1.05,0.2,8.67
2019,11,27,4.06,4.57,0.65,252.66,71.42,80.71,1.16,0.23,9.47
2019,11,28,4.28,4.68,0.69,240.39,75.48,82.91,1.16,0.23,10.06
2019,11,29,3.8,4.56,0.62,258.12,67.74,81.25,1.02,0.2,9.05
2019,11,30,3.74,4.27,0.61,250.16,63.7,72.53,0.95,0.19,8.38
2019,12,1,3.4,4.63,0.55,259.52,59.2,80.4,0.9,0.18,7.91
2019,12,2,3.11,4.56,0.51,273.59,55.12,80.14,0.89,0.17,7.52
2019,12,3,2.53,4.36,0.41,266.35,44.12,74.42,0.6,0.12,6.1
2019,12,4,4.56,4.79,0.75,222.94,78.05,82.76,1.02,0.2,10.26
2019,12,5,4.4,4.71,0.73,232.69,76.62,82.62,1.03,0.2,10.09
2019,12,6,4.42,4.66,0.73,234.05,77.78,82.84,1.05,0.21,10.26
2019,12,7,4.04,4.66,0.67,237.15,71.32,82.41,1.09,0.21,9.56
2019,12,8,4.43,4.57,0.74,233.12,77.82,80.96,0.96,0.2,10.25
2019,12,9,4.33,4.58,0.73,232.02,74.64,79.74,0.91,0.18,9.75
2019,12,10,3.39,4.34,0.57,248.55,59.79,76.65,0.72,0.15,7.94
2019,12,11,2.36,3.93,0.4,273.48,41.01,66.93,0.53,0.11,5.54
2019,12,12,2.34,3.93,0.4,257.36,41.05,67.45,0.55,0.11,5.59
2019,12,13,1.99,4.11,0.34,263.32,36.49,71.98,0.55,0.11,5.22
2019,12,14,1.66,4,0.28,267.88,29.88,68.55,0.45,0.09,4.22
2019,12,15,2.46,4.46,0.41,249.29,43.29,78.15,0.62,0.12,6.09
2019,12,16,3.55,4.26,0.6,237.48,60.43,72.38,0.7,0.14,8.06
2019,12,17,3.12,4.24,0.53,237.16,52.93,71.18,0.6,0.12,7.04
2019,12,18,3.31,4.2,0.56,238.46,56.35,71.07,0.66,0.13,7.56
2019,12,19,3.23,4.2,0.55,253.97,55.98,72.69,0.68,0.14,7.49
2019,12,20,3.23,4.3,0.55,258.39,57.26,75.9,0.72,0.15,7.68
2019,12,21,3.02,4.43,0.52,258.71,53.85,78.92,0.72,0.15,7.31
2019,12,22,3.3,4.62,0.56,252.3,57.48,80.33,0.77,0.16,7.75
2019,12,23,3.37,4.52,0.58,246.24,57.06,76.43,0.67,0.13,7.66
2019,12,24,3.51,4.43,0.6,230.96,59.95,75.45,0.66,0.13,7.91
2019,12,25,3.51,4.34,0.59,235.89,59.16,73.16,0.63,0.12,7.72
2019,12,26,3.33,4.6,0.56,232.4,56.56,77.96,0.59,0.12,7.63
2019,12,27,3.09,4.22,0.52,231.73,51.61,69.59,0.52,0.1,6.84
2019,12,28,4.59,4.81,0.78,204.91,77.92,82.4,0.86,0.17,10.41
2019,12,29,4.45,4.62,0.75,222.45,76.62,80.27,0.88,0.18,10.07
2019,12,30,4.34,4.61,0.73,226.11,75.44,80.77,0.95,0.19,9.97
2019,12,31,4.2,4.62,0.71,218.72,72.72,80.34,0.94,0.19,9.71
2020,1,1,2.4,4.36,0.41,235.91,43.51,75.86,0.66,0.13,6.22
2020,1,2,3.12,4.14,0.52,238.5,54.1,70.8,0.7,0.14,7.41
2020,1,3,1.91,4.24,0.32,254.42,35.02,73.64,0.5,0.1,5.02
2020,1,4,1.69,4.12,0.28,265.96,30.23,70.12,0.41,0.09,4.34
2020,1,5,2.62,4.18,0.44,236.77,44.73,69.93,0.57,0.12,6.23
2020,1,6,3.63,4.62,0.6,226.33,63.41,80.27,0.7,0.14,8.44
2020,1,7,2.89,4.45,0.48,252.62,51.71,78.27,0.66,0.13,7.1
2020,1,8,2.34,4.29,0.38,267.65,41.8,73.85,0.53,0.11,5.83
2020,1,9,1.89,4.34,0.31,262.66,33.32,74.08,0.48,0.09,4.74
2020,1,10,2.93,4.56,0.48,240.77,50.41,76.66,0.7,0.14,6.91
2020,1,11,4.16,4.59,0.68,224.28,70.95,78.53,0.88,0.18,9.44
2020,1,12,4.57,4.69,0.74,231.38,79.75,82.53,0.99,0.2,10.6
2020,1,13,4.23,4.61,0.68,244.01,73.88,80.71,0.83,0.17,9.88
2020,1,14,4.04,4.69,0.65,245,70.32,81.43,0.8,0.16,9.34
2020,1,15,3.34,4.8,0.54,254.92,58.76,83.41,0.69,0.14,7.87
2020,1,16,3.21,4.5,0.51,262.03,56.62,79.07,0.7,0.14,7.52
2020,1,17,1.16,4.1,0.19,282.31,21.52,70.03,0.35,0.07,3.11
2020,1,18,2.69,4.44,0.42,262.77,46.67,75.46,0.64,0.12,6.33
2020,1,19,3.19,3.65,0.5,239.65,51.3,57.84,0.6,0.12,6.41
2020,1,20,4.06,4.56,0.63,225.86,68.6,76.65,0.8,0.16,9.14
2020,1,21,2.84,4.55,0.44,248.66,50.15,78.11,0.58,0.12,6.89
2020,1,22,4.07,5.12,0.62,237.48,70.57,88.21,0.83,0.16,9.67
2020,1,23,2.72,5.17,0.41,258.92,47.66,89.57,0.62,0.12,6.77
2020,1,24,3,4.62,0.46,240.14,50.47,75.63,0.63,0.12,6.73
2020,1,25,3.85,4.36,0.59,221.12,63.04,71.52,0.66,0.13,8.04
2020,1,26,3.73,4.19,0.56,241.94,61.52,68.99,0.68,0.14,7.85
2020,1,27,2.8,4.22,0.42,259.54,47.27,69.27,0.59,0.12,6.18
2020,1,28,3.6,5.13,0.54,256.82,63.57,89.48,0.87,0.17,8.8
2020,1,29,3.28,4.86,0.48,265.85,57.89,84.18,0.83,0.16,7.95
2020,1,30,2.94,4.56,0.43,268.41,51.23,76.99,0.73,0.15,6.89
2020,1,31,3.24,4.99,0.48,257.49,56.11,84.52,0.79,0.16,7.65
2020,2,1,2.97,5.04,0.43,259.87,51.88,86.34,0.77,0.16,7.16
2020,2,2,3.1,4.76,0.45,247.98,52.94,79.12,0.77,0.15,6.97
2020,2,3,3.33,4.44,0.48,245.85,55.17,72.5,0.78,0.16,7.09
2020,2,4,3.94,4.65,0.56,240.29,65.5,76.91,0.95,0.19,8.42
2020,2,5,2.91,5.11,0.41,261.28,50.4,86.08,0.75,0.15,6.97
2020,2,6,2.93,5.05,0.41,257.35,51.56,85.86,0.79,0.16,7.12
2020,2,7,3.77,5.27,0.52,246.1,64.79,88.97,0.88,0.17,8.7
2020,2,8,4.02,5.18,0.55,238,69.19,87.84,0.98,0.2,9.22
2020,2,9,4.43,5.48,0.61,224.37,76.24,93.12,1.13,0.23,10.33
2020,2,10,4.37,4.89,0.59,232.58,72.1,80.62,0.92,0.19,9.35
2020,2,11,4.32,5.36,0.59,248.77,74.96,91.91,1.05,0.21,10.09
2020,2,12,4.84,5.31,0.66,237.34,83.02,90.95,1.23,0.24,11.07
2020,2,13,4.53,5.31,0.61,250.07,78.43,91.36,1.16,0.23,10.39
2020,2,14,3.52,5.31,0.47,266.91,61.23,90.12,0.95,0.19,8.24
2020,2,15,3.67,5.85,0.48,273.4,65.88,102.42,1.09,0.21,9.36
2020,2,16,4.64,5.61,0.61,253.46,80.81,96.91,1.23,0.24,10.88
2020,2,17,3.37,5.01,0.44,275.4,58.27,84.09,0.87,0.17,7.55
2020,2,18,4.33,5.51,0.56,266.33,74.1,92.73,1.07,0.21,9.8
2020,2,19,2.76,4.83,0.36,280.88,47.91,79.7,0.67,0.13,6.12
2020,2,20,2.83,4.75,0.36,273.02,49.69,78.2,0.69,0.13,6.29
2020,2,21,3.95,4.98,0.5,262.28,67.34,82.77,0.84,0.16,8.37
2020,2,22,2.84,5.76,0.36,282.74,52.7,101.6,0.83,0.16,7.44
2020,2,23,3.5,5.74,0.44,271.06,63.32,100.35,0.98,0.2,8.78
2020,2,24,2.95,5.34,0.37,271.17,53.06,90.73,0.83,0.16,7.22
2020,2,25,2.62,5.71,0.33,276.33,48.77,98.29,0.82,0.16,6.89
2020,2,26,2.37,5.84,0.29,257.15,45.34,101.12,0.75,0.15,6.6
2020,2,27,4.46,6.44,0.55,245.2,80.17,113.05,1.22,0.24,11.29
2020,2,28,5.75,6.74,0.7,226.78,100.64,117.52,1.65,0.33,14.18
2020,2,29,5.47,6.54,0.66,254.2,98.54,116.62,1.65,0.33,13.77
2020,3,1,4,6.28,0.48,268.13,72.31,109.93,1.23,0.24,10.17
2020,3,2,3.56,5.79,0.42,277.69,63.58,99.52,1.02,0.2,8.81
2020,3,3,3.6,6.12,0.43,275.4,64.6,106.25,1.11,0.22,9.11
2020,3,4,2.92,5.49,0.34,284.66,51.79,92.45,0.89,0.17,7
2020,3,5,3.96,6.34,0.46,274.06,71.72,111,1.3,0.26,10.09
2020,3,6,2.91,6.07,0.34,269.57,53.02,104.51,1.02,0.2,7.41
2020,3,7,2.63,5.8,0.3,275.24,49.27,99.22,0.91,0.18,6.98
2020,3,8,5.64,6.96,0.65,258.84,99.3,121.88,1.8,0.36,14.05
2020,3,9,5.5,6.87,0.62,258.44,97.32,119.45,1.63,0.33,13.7
2020,3,10,4,6.55,0.45,278.53,71.56,113.76,1.2,0.23,10.14
2020,3,11,4.11,6.6,0.46,286.12,75.75,117.82,1.29,0.26,10.7
2020,3,12,5.87,6.97,0.66,265.69,104.41,122.55,1.88,0.37,14.65
2020,3,13,3.84,7.03,0.43,269.34,72.2,125.48,1.36,0.27,10.54
2020,3,14,1.63,6.98,0.18,262.54,33.12,125.85,0.62,0.12,5.05
2020,3,15,4.48,7.04,0.49,256.03,81.28,124.34,1.38,0.27,11.54
2020,3,16,6.09,7.33,0.67,238.91,107.75,127.82,1.75,0.35,15.28
2020,3,17,4.73,6.99,0.52,270.27,85.45,122.9,1.43,0.28,12.11
2020,3,18,4.21,7.01,0.45,288.13,76.34,122.71,1.34,0.27,11.01
2020,3,19,3.72,6.99,0.4,279.04,67.98,121.33,1.24,0.24,9.72
2020,3,20,2.7,6.87,0.29,280.06,51.04,119.85,0.91,0.18,7.34
2020,3,21,3.82,6.63,0.41,271.75,69.11,115.47,1.07,0.21,9.54
2020,3,22,3.34,6.61,0.36,281.94,62.01,114.61,1.03,0.2,8.62
2020,3,23,3.45,6.6,0.37,285.98,64.15,115.29,1.1,0.22,8.88
2020,3,24,5.53,7.32,0.59,266.05,98.86,128.98,1.62,0.32,13.88
2020,3,25,4.62,6.84,0.48,285.94,84.79,120.7,1.66,0.33,11.85
2020,3,26,5.5,6.84,0.58,280.67,98.01,120.66,1.78,0.35,13.35
2020,3,27,3.91,6.91,0.41,310.01,73.62,125.17,1.46,0.29,10.34
2020,3,28,5.12,7.4,0.53,295.96,94.12,132.62,2.02,0.4,13.43
2020,3,29,6.18,7.87,0.64,266.7,111.7,140.46,2.36,0.46,16.02
2020,3,30,7.31,7.97,0.75,251.59,128.77,139.57,2.62,0.52,18.3
2020,3,31,4.59,7.8,0.47,280.72,84.87,138.94,1.76,0.35,12.38
2020,4,1,3.84,7.49,0.39,301.12,72.72,133.16,1.48,0.3,10.52
2020,4,2,4.66,7.66,0.47,279.92,85.39,135.71,1.69,0.34,12.21
2020,4,3,6.06,7.96,0.61,265.03,109.82,140.77,2.14,0.42,15.68
2020,4,4,5.8,7.88,0.59,271.25,105.87,139.91,2.05,0.41,15.16
2020,4,5,5.3,7.89,0.53,276.54,96.62,139.67,1.97,0.39,13.88
2020,4,6,4.28,7.59,0.43,294.56,79.17,134.18,1.62,0.32,11.36
2020,4,7,5.03,7.85,0.5,290.76,92.28,139.93,1.78,0.35,13.24
2020,4,8,5.44,7.85,0.54,285.16,99.69,139.44,2.02,0.4,14.21
2020,4,9,3.98,7.76,0.39,280.98,74.43,137.46,1.49,0.3,10.6
2020,4,10,6.1,7.52,0.6,264.25,109.86,133,2.01,0.4,15.09
2020,4,11,4.79,7.73,0.47,271.72,88.19,136.84,1.73,0.34,12.53
2020,4,12,5.45,7.69,0.53,273.62,100.41,137.49,1.86,0.37,14.13
2020,4,13,5.13,7.35,0.5,273.2,91.86,126.86,1.62,0.32,12.45
2020,4,14,4.55,7.08,0.44,275.8,82.71,124.05,1.47,0.29,11.19
2020,4,15,3.26,7.23,0.31,281.59,64.01,127.9,1.15,0.23,8.8
2020,4,16,2.32,7.56,0.23,296.92,46.13,135.5,0.94,0.19,6.65
2020,4,17,5.46,7.67,0.52,282.93,100.3,136.92,1.96,0.39,14.17
2020,4,18,3.5,7.51,0.34,302.01,67.07,134.52,1.37,0.27,9.64
2020,4,19,3.87,7.34,0.37,294.44,71.86,128.65,1.33,0.27,10.04
2020,4,20,4.53,7.45,0.43,276.68,81.75,129.27,1.52,0.3,11.41
2020,4,21,1.87,7.82,0.18,281.41,37.81,138.63,0.66,0.13,5.52
2020,4,22,3.47,8.05,0.33,287.48,66.69,142.75,1.35,0.27,9.73
2020,4,23,3.66,8.11,0.34,290.84,70.84,146.04,1.43,0.29,10.48
2020,4,24,3.18,7.51,0.3,286.8,59.27,131.02,1.11,0.22,8.5
2020,4,25,4.72,7.74,0.45,284.06,87.34,137.87,1.57,0.31,12.27
2020,4,26,4.4,7.99,0.41,292.12,83.7,142.73,1.64,0.33,12.02
2020,4,27,4.33,8.02,0.41,297.01,80.94,142.9,1.48,0.3,11.48
2020,4,28,3.33,8.04,0.31,294.99,65.3,144.98,1.36,0.27,9.54
2020,4,29,4.62,8.28,0.43,293.35,86.95,149.34,1.88,0.38,12.71
2020,4,30,3.8,8.04,0.35,307.76,72.96,144.33,1.55,0.3,10.56
2020,5,1,4.58,8.16,0.42,294.77,88.16,148.01,1.99,0.39,12.96
2020,5,2,3.94,8.04,0.37,294.06,76.45,145.13,1.62,0.32,10.98
2020,5,3,5.07,8.27,0.47,311.41,96.62,149.71,2.03,0.41,14.12
2020,5,4,3.58,8.23,0.33,311.42,69.99,149.98,1.51,0.3,10.31
2020,5,5,4.3,8.03,0.39,302.47,81.57,142.48,1.67,0.33,11.49
2020,5,6,4.16,8.41,0.38,300.7,79.12,149.59,1.7,0.34,11.45
2020,5,7,4.66,8.43,0.43,287.42,86.49,149.73,1.85,0.37,12.42
2020,5,8,4.24,8.26,0.39,290.47,80.44,147.15,1.67,0.33,11.71
2020,5,9,6.53,8.53,0.59,269.69,120.98,153.36,2.55,0.5,17.3
2020,5,10,6.74,8.49,0.62,277.84,125.73,154.12,2.52,0.5,17.84
2020,5,11,4.18,8.35,0.38,303.57,82.43,151.85,1.73,0.34,11.88
2020,5,12,4.27,8.17,0.39,314.37,81.82,148.35,1.67,0.33,11.59
2020,5,13,4.2,7.95,0.38,309.02,79.95,142.36,1.64,0.33,11.39
2020,5,14,3.4,7.13,0.3,317.92,64.21,125.02,1.28,0.25,8.89
2020,5,15,4.33,8.4,0.39,316.09,83.5,152.15,1.94,0.38,12.3
2020,5,16,3.68,7.7,0.34,327.77,70.82,137.12,1.5,0.3,10.05
2020,5,17,5.28,8.24,0.48,321.41,98.59,146.89,2.19,0.43,14.05
2020,5,18,4.14,7.99,0.38,318.49,78.54,141.39,1.7,0.34,11.16
2020,5,19,4.67,8.17,0.42,304.5,87.04,145.15,1.95,0.38,12.39
2020,5,20,1.98,8.76,0.18,315.05,40.73,161.8,1.07,0.2,6.29
2020,5,21,2.76,8.66,0.25,325.76,55.43,163.47,1.57,0.3,8.46
2020,5,22,3,8.73,0.27,340.42,61.05,163.09,1.69,0.33,9.4
2020,5,23,3.3,8.57,0.3,339.6,65.02,158.33,1.62,0.31,9.62
2020,5,24,3.19,7.94,0.29,335.78,61.69,142.33,1.47,0.29,8.84
2020,5,25,3.61,7.95,0.32,327.52,68.04,141.32,1.55,0.3,9.53
2020,5,26,3.58,7.75,0.32,329.55,67.86,137,1.52,0.3,9.42
2020,5,27,3.58,7.93,0.32,316.64,68.33,141.23,1.48,0.29,9.7
2020,5,28,3.96,8.32,0.35,302.78,76.54,147.67,1.58,0.31,10.74
2020,5,29,4.36,8.48,0.39,311.8,85.27,154.13,1.84,0.36,12.21
2020,5,30,4.09,8.41,0.37,317.51,78.5,153.32,1.77,0.35,11.3
2020,5,31,3.25,8.23,0.29,322.26,63.81,148.63,1.52,0.3,9.27
2020,6,1,4.02,7.99,0.36,321.45,76.52,143.12,1.7,0.33,10.84
2020,6,2,4.98,8.46,0.45,312.34,94.51,154.18,2.22,0.43,13.76
2020,6,3,3.8,8.15,0.34,310.55,72.71,147.12,1.66,0.32,10.38
2020,6,4,3.57,8.33,0.32,319.08,69.35,151.59,1.64,0.32,9.93
2020,6,5,2.21,8.11,0.2,322.95,45.08,147.53,1.07,0.2,6.65
2020,6,6,2.79,8.6,0.25,326.64,55.82,158.02,1.45,0.28,8.38
2020,6,7,4.75,8.71,0.42,324.2,91.38,159.45,2.31,0.45,13.54
2020,6,8,4.86,8.25,0.43,320.29,92.34,150.37,2.12,0.41,13.19
2020,6,9,4.54,7.76,0.4,333.41,86.09,140.18,1.99,0.38,12.17
2020,6,10,4.62,8.33,0.41,333.64,89.08,153.14,2.15,0.41,12.91
2020,6,11,4.88,8.44,0.43,333.49,94.23,155.88,2.26,0.44,13.76
2020,6,12,4.85,8.56,0.43,331.38,94.38,160.52,2.3,0.45,13.83
2020,6,13,3.94,8.68,0.35,334.53,79.72,164.58,1.96,0.38,11.98
2020,6,14,3.87,8.61,0.34,328.93,76.64,161.38,1.84,0.36,11.38
2020,6,15,4.38,8.46,0.39,333.33,87.14,158.95,2.13,0.41,12.88
2020,6,16,3.34,8.26,0.3,328.61,66.95,153.41,1.69,0.33,9.92
2020,6,17,5.1,8.53,0.45,337.74,101.13,160.91,2.51,0.48,14.89
2020,6,18,3.44,8.52,0.3,331.74,69.51,159.89,1.73,0.34,10.52
2020,6,19,3.24,8.57,0.29,328.18,65.62,160.7,1.62,0.31,9.95
2020,6,20,3.42,7.95,0.3,333.31,67.38,145.15,1.55,0.3,9.74
2020,6,21,3.74,8.15,0.33,333.66,72.28,149.29,1.74,0.34,10.49
2020,6,22,4.2,8.53,0.38,337.91,83.02,158.97,2,0.39,12.31
